Resource,Zone,New_Build,THERM,Cap_Size,VRE,Num_VRE_Bins,MUST_RUN,STOR,FLEX,HYDRO,LDS,Existing_Cap_MW,Existing_Cap_MWh,Existing_Charge_Cap_MW,Max_Cap_MW,Max_Cap_MWh,Max_Charge_Cap_MW,Min_Cap_MW,Min_Cap_MWh,Min_Charge_Cap_MW,Inv_Cost_per_MWyr,Inv_Cost_per_MWhyr,Inv_Cost_Charge_per_MWyr,Fixed_OM_Cost_per_MWyr,Fixed_OM_Cost_per_MWhyr,Fixed_OM_Cost_Charge_per_MWyr,Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWh_In,Heat_Rate_MMBTU_per_MWh,Fuel,Self_Disch,Min_Power,Ramp_Up_Percentage,Ramp_Dn_Percentage,Eff_Up,Eff_Down,Hydro_Energy_to_Power_Ratio,Min_Duration,Max_Duration,Max_Flexible_Demand_Delay,Max_Flexible_Demand_Advance,Flexible_Demand_Energy_Eff,Up_Time,Down_Time,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Reg_Cost,Rsv_Cost,Reg_Max,Rsv_Max,region,cluster,Capital_Recovery_Period,Lifetime,Min_Retired_Cap_MW,Min_Retired_Energy_Cap_MW,Min_Retired_Charge_Cap_MW
wind_onshore_FI,8,-1,0,0.0,1,1,0,0,0,0,0,5000.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,68300.0,0.0,0.0,27000.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,0,0,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
solar_FI,8,-1,0,0.0,1,1,0,0,0,0,0,2479.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,0,0,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
solar_new_FI,8,1,0,0.0,1,1,0,0,0,0,0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36600.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,0,0,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
battery_FI,8,1,0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38200.0,7600.0,0.0,4000.0,0.0,0.0,1.0,0.0,0.0,None,0.002,0.0,1.0,1.0,0.95,0.95,0,0.25,10,0,0,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
hydrogen_storage_FI,8,-1,0,0.0,0,0,0,2,0,0,0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,67200.0,200.0,33200.0,12000.0,0.0,13000.0,3.0,0.0,0.0,None,0.0,0.0,1.0,1.0,0.66,0.5,0,140.0,250,0,0,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
must_run_DK1,9,-1,0,0.0,0,0,1,0,0,0,0,325.351994,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,0,0,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
gas_DK1,9,-1,2,500.0,0,0,0,0,0,0,0,1100.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,gas_DK1,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,0,0,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
wind_offshore_DK1,9,-1,0,0.0,1,1,0,0,0,0,0,5501.95,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,0,0,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
wind_onshore_DK1,9,-1,0,0.0,1,1,0,0,0,0,0,4977.21,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,0,0,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
solar_DK1,9,-1,0,0.0,1,1,0,0,0,0,0,7111.595931,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,0,0,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
must_run_DK2,10,-1,0,0.0,0,0,1,0,0,0,0,914.209497,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,0,0,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
gas_DK2,10,-1,2,500.0,0,0,0,0,0,0,0,250.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,gas_DK2,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,0,0,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
wind_offshore_DK2,10,-1,0,0.0,1,1,0,0,0,0,0,3703.9,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,0,0,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
wind_onshore_DK2,10,-1,0,0.0,1,1,0,0,0,0,0,1023.382555,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,0,0,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
solar_DK2,10,-1,0,0.0,1,1,0,0,0,0,0,4251.912409,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,0,0,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
must_run_DE,11,-1,0,0.0,0,0,1,0,0,0,0,9624.926054,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,0,0,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
coal_lignite_DE,11,-1,2,500.0,0,0,0,0,0,0,0,17000.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,coal_lignite_DE,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,0,0,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
coal_hard_DE,11,-1,2,500.0,0,0,0,0,0,0,0,13000.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,coal_hard_DE,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,0,0,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
gas_DE,11,-1,2,500.0,0,0,0,0,0,0,0,34900.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,gas_DE,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,0,0,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
wind_offshore_DE,11,-1,0,0.0,1,1,0,0,0,0,0,36400.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,0,0,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
wind_onshore_DE,11,-1,0,0.0,1,1,0,0,0,0,0,105400.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,0,0,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
solar_DE,11,-1,0,0.0,1,1,0,0,0,0,0,196700.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,0,0,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
hydro_pumped_DE,11,0,0,0.0,0,0,0,1,0,0,0,10000.0,120000.0,10000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,0.9,0.9,0,1.0,1,0,0,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
battery_DE,11,0,0,0.0,0,0,0,1,0,0,0,31600.0,63200.0,31600.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,0.9,0.9,0,1.0,1,0,0,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
nuclear_PL,12,-1,0,0.0,0,0,1,0,0,0,0,9000.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,0,0,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
must_run_PL,12,-1,0,0.0,0,0,1,0,0,0,0,649.104361,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,0,0,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
gas_PL,12,-1,2,500.0,0,0,0,0,0,0,0,7989.3,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,gas_PL,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,0,0,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
wind_offshore_PL,12,-1,0,0.0,1,1,0,0,0,0,0,7200.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,0,0,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
wind_onshore_PL,12,-1,0,0.0,1,1,0,0,0,0,0,11321.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,0,0,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
solar_PL,12,-1,0,0.0,1,1,0,0,0,0,0,14350.934015,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,0,0,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
extra_PL,12,-1,2,500.0,0,0,0,0,0,0,0,3000.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,extra_PL,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,0,0,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
nuclear_BT,13,-1,0,0.0,0,0,1,0,0,0,0,1000.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,0,0,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
must_run_BT,13,-1,0,0.0,0,0,1,0,0,0,0,923.102481,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,0,0,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
gas_BT,13,-1,2,500.0,0,0,0,0,0,0,0,1464.2,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,gas_BT,0.0,0.05,1.0,1.0,1.0,1.0,0,1.0,1,0,0,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
wind_offshore_BT,13,-1,0,0.0,1,1,0,0,0,0,0,2750.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,0,0,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
wind_onshore_BT,13,-1,0,0.0,1,1,0,0,0,0,0,4933.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,0,0,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
solar_BT,13,-1,0,0.0,1,1,0,0,0,0,0,3385.980146,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,0,0,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
flexload_hydrogen_FI,8,-1,0,0.0,0,0,0,0,1,0,0,262.557078,0.0,1141.552511,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,45,45,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
flexload_EV_FI,8,-1,0,0.0,0,0,0,0,1,0,0,478.43189,0.0,478.43189,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,12,12,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
optil_load_SE1,1,-1,0,0.0,0,0,0,0,1,0,0,842.9846440531164,0.0,3259.4558008653653,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,242,242,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
flexload_SE1,1,-1,0,0.0,0,0,0,0,1,0,0,211.923689,0.0,211.923689,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,4,4,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
flexload_SE2,2,-1,0,0.0,0,0,0,0,1,0,0,397.312794,0.0,397.312794,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,4,4,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
flexload_SE3,3,-1,0,0.0,0,0,0,0,1,0,0,1952.917039,0.0,1952.917039,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,4,4,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
flexload_SE4,4,-1,0,0.0,0,0,0,0,1,0,0,595.279105,0.0,595.279105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,4,4,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
flexload_FI,8,-1,0,0.0,0,0,0,0,1,0,0,1634.134914,0.0,1634.134914,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,4,4,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
flexload_NO125,5,-1,0,0.0,0,0,0,0,1,0,0,2027.419278,0.0,2027.419278,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,4,4,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
flexload_NO3,6,-1,0,0.0,0,0,0,0,1,0,0,531.519375,0.0,531.519375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,4,4,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
flexload_NO4,7,-1,0,0.0,0,0,0,0,1,0,0,397.621413,0.0,397.621413,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,4,4,1,0,0,0,0.0,0,0,1,1,None,1,0,0,0,0,0
